Id,Fuzzy_Prob
804,0.5118875
805,0.5003422
806,0.33197394
807,0.6527291
808,0.60746354
809,0.5061676
810,0.607464
811,0.33511987
812,0.6074642
813,0.6074644
814,0.50432235
815,0.6528881
816,0.331975
817,0.500344
818,0.33197552
819,0.5003371
820,0.60727775
821,0.33836436
822,0.33197546
823,0.65287596
824,0.5003463
825,0.3319715
826,0.33196774
827,0.50034237
828,0.5003481
829,0.60746455
830,0.5061678
831,0.60746366
832,0.6535964
833,0.50034714
834,0.6528875
835,0.60746413
836,0.6087348
837,0.6074649
838,0.607462
839,0.51174784
840,0.50033045
841,0.5003468
842,0.6062083
843,0.6074631
844,0.35042998
845,0.6187426
846,0.5003477
847,0.32708088
848,0.60746145
849,0.50034857
850,0.3319657
851,0.33197543
852,0.6074619
853,0.652889
854,0.33197516
855,0.4942899
856,0.6528885
857,0.50034094
858,0.33196872
859,0.3351163
860,0.60873455
861,0.329837
862,0.50034744
863,0.50034666
864,0.49970835
865,0.50034636
866,0.33197507
867,0.6074618
868,0.5061704
869,0.3319751
870,0.3319734
871,0.5061713
872,0.50034744
873,0.3319749
874,0.3319746
875,0.60746396
876,0.33197436
877,0.60746413
878,0.331975
879,0.60746425
880,0.6074477
881,0.6523417
882,0.5118917
883,0.33196515
884,0.33197552
885,0.6074646
886,0.51188964
887,0.611275
888,0.33196986
889,0.4950854
890,0.33197454
891,0.5003479
892,0.6125402
893,0.616293
894,0.5003423
895,0.60746443
896,0.5003479
897,0.3319751
898,0.6074645
899,0.33197504
900,0.6528882
901,0.6074633
902,0.50034714
903,0.33197466
904,0.3319747
905,0.49796826
906,0.6100075
907,0.33511415
908,0.5061654
909,0.50034183
910,0.60746396
911,0.6074636
912,0.33197525
913,0.6074646
914,0.60746306
915,0.652889
916,0.65288854
917,0.33197382
918,0.5003412
919,0.33139244
920,0.48826513
921,0.60746104
922,0.338364
923,0.6074646
924,0.50034815
925,0.6535971
926,0.60746247
927,0.5003435
928,0.3319695
929,0.5174876
930,0.34172648
931,0.6074645
932,0.6528888
933,0.6074646
934,0.32890233
935,0.3319332
936,0.33186218
937,0.6074644
938,0.5003443
939,0.33192453
940,0.60746175
941,0.33193842
942,0.60873634
943,0.5061561
944,0.50034714
945,0.6074646
946,0.50033957
947,0.6074645
948,0.60746473
949,0.5003436
950,0.33197552
951,0.6535961
952,0.5003323
953,0.33197033
954,0.5024816
955,0.5061701
956,0.60746485
957,0.33197105
958,0.5003446
959,0.33197406
960,0.5003467
961,0.4953351
962,0.33197528
963,0.60746443
964,0.5003459
965,0.607464
966,0.50616825
967,0.331966
968,0.6535951
969,0.33448282
970,0.32664713
971,0.61000687
972,0.492752
973,0.50033826
974,0.5003469
975,0.6074643
976,0.60746175
977,0.33196697
978,0.6074633
979,0.6162935
980,0.33197483
981,0.5003472
982,0.5003458
983,0.32886332
984,0.60746264
985,0.517485
986,0.5003473
987,0.50034755
988,0.60746425
989,0.6074645
990,0.5003429
991,0.33195013
992,0.5003475
993,0.5003428
994,0.33197498
995,0.5229762
996,0.33197507
997,0.65288854
998,0.5003454
999,0.50034446
1000,0.33195513
1001,0.6074623
1002,0.6074643
1003,0.48808172
1004,0.500335
1005,0.5003484
1006,0.33510932
1007,0.33197513
1008,0.6048263
1009,0.50034827
1010,0.5003479
1011,0.5003471
1012,0.50034624
1013,0.6074618
1014,0.33197254
1015,0.50615793
1016,0.3319341
1017,0.33835968
1018,0.5003429
1019,0.33196533
1020,0.49044198
1021,0.6074641
1022,0.6074646
1023,0.3383628
1024,0.5003469
1025,0.49321288
1026,0.6074643
1027,0.6528691
1028,0.331901
1029,0.49776053
1030,0.49892223
1031,0.60746455
1032,0.33197457
1033,0.33196852
1034,0.33197546
1035,0.6068689
1036,0.5003457
1037,0.3319755
1038,0.3319739
1039,0.33197534
1040,0.48215058
1041,0.51187503
1042,0.6074648
1043,0.5003391
1044,0.60746473
1045,0.6074512
1046,0.60746485
1047,0.3319708
1048,0.6067502
1049,0.50034714
1050,0.50034404
1051,0.65288764
1052,0.6087342
1053,0.33191964
1054,0.6074623
1055,0.33197212
1056,0.32987735
1057,0.65288883
1058,0.60746175
1059,0.6528879
1060,0.33511946
1061,0.4986587
1062,0.33197474
1063,0.5003467
1064,0.50033134
1065,0.3303226
1066,0.4937993
1067,0.33197507
1068,0.6074645
1069,0.3319746
1070,0.6071999
1071,0.50033474
1072,0.5096279
1073,0.6528886
1074,0.33197203
1075,0.6061741
1076,0.5003385
1077,0.49988577
1078,0.6535963
1079,0.3319706
1080,0.33017477
1081,0.6535967
1082,0.5003438
1083,0.3351163
1084,0.6068268
1085,0.33197543
1086,0.33197132
1087,0.605885
1088,0.51188296
1089,0.33197322
1090,0.60746455
1091,0.3283503
1092,0.60746217
1093,0.5003477
1094,0.60746145
1095,0.60612065
1096,0.3319684
1097,0.60746175
1098,0.6087349
1099,0.33196536
1100,0.6074643
1101,0.49582
1102,0.60522383
1103,0.3319755
1104,0.60746396
1105,0.4961009
1106,0.652889
1107,0.60746175
1108,0.506161
1109,0.50034606
1110,0.49089557
1111,0.60746473
1112,0.5003458
1113,0.5003402
1114,0.50034606
1115,0.6524655
1116,0.33511516
1117,0.33352143
1118,0.6064526
1119,0.50034547
1120,0.49373192
1121,0.50034803
1122,0.6526815
1123,0.6087348
1124,0.33197197
1125,0.6071271
1126,0.3319735
1127,0.51187456
1128,0.60742664
1129,0.500343
1130,0.500346
1131,0.8091685
1132,0.5003465
1133,0.6070539
1134,0.50615984
1135,0.33196872
1136,0.3312007
1137,0.60743105
1138,0.33197156
1139,0.5003479
1140,0.652889
1141,0.60592335
1142,0.60873497
1143,0.51749206
1144,0.60746324
1145,0.60746413
1146,0.5003384
1147,0.3319709
1148,0.50034183
1149,0.5003456
1150,0.49872842
1151,0.33196634
1152,0.32974845
1153,0.5003476
1154,0.50032246
1155,0.4996803
1156,0.65492874
1157,0.6112749
1158,0.6049399
1159,0.60746455
1160,0.5118754
1161,0.60746306
1162,0.5003442
1163,0.3319675
1164,0.5061713
1165,0.6074645
1166,0.8091685
1167,0.4986947
1168,0.33512002
1169,0.65288854
1170,0.6112759
1171,0.6074644
1172,0.5003457
1173,0.6074644
1174,0.33511603
1175,0.51186836
1176,0.8091685
1177,0.50615627
1178,0.33197433
1179,0.6074618
1180,0.5229726
1181,0.50034004
1182,0.5003402
1183,0.6535958
1184,0.60746384
1185,0.60873544
1186,0.4936293
1187,0.61379915
1188,0.50033563
1189,0.3319749
1190,0.548432
1191,0.49856302
1192,0.65427524
1193,0.331326
1194,0.60746163
1195,0.33197492
1196,0.3317161
1197,0.50034744
1198,0.6074627
1199,0.4842881
1200,0.33196583
1201,0.33197552
1202,0.33197528
1203,0.33187428
1204,0.6074646
1205,0.33197415
1206,0.6125401
1207,0.49628425
1208,0.5003299
1209,0.50034666
1210,0.5003305
1211,0.60745776
1212,0.3319752
1213,0.32728875
1214,0.3682575
1215,0.50034755
1216,0.50616825
1217,0.33197504
1218,0.50617194
1219,0.3319722
1220,0.6074627
1221,0.333047
1222,0.608736
1223,0.3319735
1224,0.6060268
1225,0.5003464
1226,0.3319735
1227,0.5003372
1228,0.34518844
1229,0.5292045
1230,0.3319735
1231,0.6100073
1232,0.50034577
1233,0.62113535
1234,0.6223089
1235,0.5003478
1236,0.6074624
1237,0.61629313
1238,0.60746247
1239,0.6074645
1240,0.3319348
1241,0.33511853
1242,0.6074648
1243,0.60746413
1244,0.6074632
1245,0.61000806
1246,0.60746396
1247,0.3319745
1248,0.6074618
1249,0.5003444
1250,0.65359664
1251,0.6087369
1252,0.32846862
1253,0.6528871
1254,0.48559293
1255,0.5061675
1256,0.50034004
1257,0.60746455
1258,0.49248135
1259,0.506162
1260,0.6074645
1261,0.33511147
1262,0.5003334
1263,0.3319745
1264,0.33197498
1265,0.60873705
1266,0.33196294
1267,0.60746276
1268,0.33196962
1269,0.5003415
1270,0.3319751
1271,0.5061453
1272,0.5061711
1273,0.60746217
1274,0.61127764
1275,0.5190211
1276,0.6074639
1277,0.60974896
1278,0.65288
1279,0.3319755
1280,0.6100058
1281,0.3319734
1282,0.5061677
1283,0.60746163
1284,0.33197513
1285,0.33197388
1286,0.3319719
1287,0.50615716
1288,0.33197343
1289,0.50034
1290,0.5003452
1291,0.6074618
1292,0.33511752
1293,0.543615
1294,0.33196524
1295,0.33197528
1296,0.33196583
1297,0.3319755
1298,0.3319752
1299,0.6528867
1300,0.33197105
1301,0.5003451
1302,0.61000836
1303,0.6528873
1304,0.5003482
1305,0.33197483
1306,0.5003357
1307,0.3319281
1308,0.6074645
1309,0.6087371
1310,0.33197516
1311,0.33104873
1312,0.50033426
1313,0.6528889
1314,0.3319652
1315,0.50034136
1316,0.65492874
1317,0.5003486
1318,0.33197513
1319,0.6074649
1320,0.33197552
1321,0.6074642
1322,0.50033885
1323,0.60712
1324,0.6074617
1325,0.5003464
1326,0.5003412
1327,0.50033844
1328,0.33511356
1329,0.3319717
1330,0.60765487
1331,0.33186895
1332,0.60746294
1333,0.5003447
1334,0.500332
1335,0.60746247
1336,0.49304023
1337,0.6087369
1338,0.522981
1339,0.50617135
1340,0.33197412
1341,0.3319703
1342,0.5003479
1343,0.5003448
1344,0.6074646
1345,0.50034744
1346,0.5003339
1347,0.6526274
1348,0.6534368
1349,0.6051406
1350,0.6074633
1351,0.506172
1352,0.33197528
1353,0.4916949
1354,0.33197492
1355,0.6074639
1356,0.6528877
1357,0.500348
1358,0.6074643
1359,0.33197528
1360,0.3351081
1361,0.3298335
1362,0.33197471
1363,0.4974778
1364,0.5003352
1365,0.4982406
1366,0.33197525
1367,0.511882
1368,0.52296054
1369,0.33197418
1370,0.33511284
1371,0.60744846
1372,0.32546875
1373,0.60873663
1374,0.50033814
1375,0.50034714
1376,0.51748234
1377,0.50034636
1378,0.33197284
1379,0.3319603
1380,0.6087358
1381,0.60873634
1382,0.33196548
1383,0.49292606
1384,0.33197153
1385,0.5003474
1386,0.5003404
1387,0.6087367
1388,0.5003335
1389,0.33064562
1390,0.5003438
1391,0.6528889
1392,0.6074272
1393,0.5003293
1394,0.4930914
1395,0.50617224
1396,0.33511934
1397,0.500343
1398,0.6100087
1399,0.5118907
1400,0.50034636
1401,0.500347
1402,0.6074642
1403,0.60746163
1404,0.60746455
1405,0.6074646
1406,0.6087371
1407,0.5003388
1408,0.5003439
1409,0.50034446
1410,0.6067186
1411,0.3319724
1412,0.6074642
1413,0.6068854
1414,0.33197415
1415,0.6057133
1416,0.33510438
1417,0.5003475
1418,0.517363
1419,0.60746396
1420,0.33196583
1421,0.6074621
1422,0.33197546
1423,0.33196563
1424,0.33197385
1425,0.50034773
1426,0.5003482
1427,0.60746413
1428,0.48944056
1429,0.50034416
1430,0.50615966
1431,0.5003482
1432,0.60746413
1433,0.33197483
1434,0.60746443
1435,0.5335708
1436,0.60746443
1437,0.33197504
1438,0.50034475
1439,0.6542754
1440,0.50034696
1441,0.48804608
1442,0.33197206
1443,0.33197328
1444,0.49049577
1445,0.51748073
1446,0.60746163
1447,0.50034666
1448,0.3318361
1449,0.32877663
1450,0.6087351
1451,0.6074645
1452,0.5003477
1453,0.50034857
1454,0.50034046
1455,0.51187533
1456,0.60746384
1457,0.50034714
1458,0.49352404
1459,0.5003423
1460,0.32069212
1461,0.60744727
1462,0.6074618
1463,0.49554503
1464,0.6074645
1465,0.33197272
1466,0.6528878
1467,0.33179674
1468,0.5118874
1469,0.5003475
1470,0.65427756
1471,0.50617206
1472,0.48726535
1473,0.33197123
1474,0.5118876
1475,0.65288615
1476,0.6074635
1477,0.33197498
1478,0.5061654
1479,0.3319722
1480,0.60746473
1481,0.5061652
1482,0.33192414
1483,0.500348
1484,0.65493053
1485,0.6125399
1486,0.6074631
1487,0.50034785
1488,0.6074618
1489,0.60746413
1490,0.5061693
1491,0.60746366
1492,0.50034505
1493,0.60746396
1494,0.5061594
1495,0.5003449
1496,0.49488473
1497,0.60730946
1498,0.652889
1499,0.33197322
1500,0.6074614
1501,0.60873693
1502,0.60746175
1503,0.6082497
1504,0.3319465
1505,0.50616735
1506,0.50034374
1507,0.6074631
1508,0.6074646
1509,0.47839534
1510,0.33197516
1511,0.5003462
1512,0.5003442
1513,0.33197364
1514,0.33197352
1515,0.5003483
1516,0.6535955
1517,0.6074633
1518,0.6074643
1519,0.3319744
1520,0.33511746
1521,0.60746366
1522,0.500341
1523,0.3318756
1524,0.6074634
1525,0.6081935
1526,0.6074559
1527,0.500344
1528,0.33196583
1529,0.6528884
1530,0.3319735
1531,0.5049729
1532,0.6528865
1533,0.60746217
1534,0.5003462
1535,0.652889
1536,0.33805168
1537,0.5003472
1538,0.32940802
1539,0.33197415
1540,0.5061553
1541,0.33197471
1542,0.60746366
1543,0.50034064
1544,0.3311014
1545,0.33001027
1546,0.6074618
1547,0.50616956
1548,0.50033814
1549,0.60746455
1550,0.6074644
1551,0.6074645
1552,0.6528866
1553,0.5003449
1554,0.5229698
1555,0.60746455
1556,0.32893795
1557,0.5229702
1558,0.652887
1559,0.61000806
1560,0.49834326
1561,0.33197528
1562,0.605782
1563,0.49681547
1564,0.3351185
1565,0.50034434
1566,0.3319748
1567,0.33197552
1568,0.500343
1569,0.51187545
1570,0.5003469
1571,0.33196965
1572,0.60746336
1573,0.50034827
1574,0.5003472
1575,0.3319715
1576,0.3319749
1577,0.6074642
1578,0.50034744
1579,0.50034845
1580,0.33197507
1581,0.6074648
1582,0.33197534
1583,0.50034827
1584,0.6074645
1585,0.6527337
1586,0.6528868
1587,0.6086717
1588,0.50034803
1589,0.331918
1590,0.50034165
1591,0.33197504
1592,0.3319743
1593,0.5080799
1594,0.50032926
1595,0.6074643
1596,0.33197486
1597,0.5003474
1598,0.60746366
1599,0.33197492
1600,0.32986248
1601,0.3319743
1602,0.5003334
1603,0.6074646
1604,0.6074645
1605,0.50034165
1606,0.49827552
1607,0.6074632
1608,0.60746396
1609,0.6074647
1610,0.50034255
1611,0.60746175
1612,0.33197019
1613,0.50034064
1614,0.3314248
1615,0.5436153
1616,0.61253965
1617,0.5003432
1618,0.5061692
1619,0.6112751
1620,0.61380005
1621,0.3255308
1622,0.55310583
1623,0.50033563
1624,0.33197534
1625,0.33009082
1626,0.5003402
1627,0.5003478
1628,0.6074649
1629,0.5003464
1630,0.49715397
1631,0.3468172
1632,0.6074497
1633,0.3319717
1634,0.5003465
1635,0.65359724
1636,0.50034386
1637,0.50034803
1638,0.3319751
1639,0.50617075
1640,0.50034755
1641,0.33197516
1642,0.5003485
1643,0.6074647
1644,0.4966385
1645,0.33193827
1646,0.8091685
1647,0.33511683
1648,0.6074645
1649,0.6058576
1650,0.6125403
1651,0.33197546
1652,0.50034636
1653,0.33053076
1654,0.3319749
1655,0.3319755
1656,0.33197486
1657,0.5003433
1658,0.6074636
1659,0.5229712
1660,0.5061714
1661,0.500333
1662,0.5003458
1663,0.6066052
1664,0.6528884
1665,0.606078
1666,0.6074645
1667,0.5174952
1668,0.33197463
1669,0.33001873
1670,0.33197477
1671,0.60746425
1672,0.33197385
